,PlayerName,Committing_CC,Committing_IC,Committing_CNC,Committing_INC,Disadvantaged_CC,Disadvantaged_IC,Disadvantaged_CNC,Disadvantaged_INC,num_errors_in_favor,percent_errors_in_favor,num_errors_against,percent_errors_against
246,Matisse Thybulle,2,0,8,1,3,0,5,0,1,5.26,0,0.0
247,Kevin Knox,0,0,3,1,0,0,4,0,1,12.5,0,0.0
248,James Ennis III,2,0,12,0,1,0,11,0,0,0.0,0,0.0
249,Khris Middleton,10,0,37,3,10,1,40,2,4,3.88,2,1.94
250,Thomas Bryant,9,1,41,4,4,0,26,1,4,4.65,2,2.33
251,Solomon Hill,3,0,12,2,3,0,12,1,2,6.06,1,3.03
252,Robin Lopez,1,0,33,3,1,2,14,0,5,9.26,0,0.0
253,Tim Frazier,1,0,3,0,0,0,2,0,0,0.0,0,0.0
254,Wes Iwundu,2,0,6,0,0,0,9,0,0,0.0,0,0.0
255,Ish Smith,0,0,5,0,1,0,6,0,0,0.0,0,0.0
256,Allonzo Trier,3,0,1,0,2,1,11,1,1,5.26,1,5.26
257,Chris Silva,0,0,1,1,1,0,1,0,1,25.0,0,0.0
258,Dennis Smith Jr.,0,0,8,0,1,0,9,0,0,0.0,0,0.0
259,E'Twaun Moore,0,0,6,1,1,0,3,0,1,9.09,0,0.0
260,Frank Kaminsky,6,0,14,5,4,0,9,0,5,13.16,0,0.0
261,Magic,4,0,0,1,2,0,10,3,1,5.0,3,15.0
262,Brandon Knight,1,0,3,0,2,0,7,0,0,0.0,0,0.0
263,Lakers,3,0,0,0,7,0,19,9,0,0.0,9,23.68
264,Carmelo Anthony,4,0,20,3,4,0,13,2,3,6.52,2,4.35
265,TJ Leaf,1,0,3,0,0,0,0,0,0,0.0,0,0.0
266,Kevin Knox II,2,0,2,0,0,0,0,0,0,0.0,0,0.0
267,Elfrid Payton,14,0,37,4,7,0,41,7,4,3.64,7,6.36
268,Jeremy Lamb,3,0,10,1,9,0,30,3,1,1.79,3,5.36
269,P.J. Washington,7,0,30,1,4,1,16,2,2,3.28,2,3.28
270,Kyle Korver,4,0,1,1,1,0,3,1,1,9.09,1,9.09
271,Jeremiah Martin,0,0,1,0,0,0,0,0,0,0.0,0,0.0
272,Admiral Schofield,1,0,3,0,0,0,0,0,0,0.0,0,0.0
273,Nets,1,0,2,1,4,0,16,4,1,3.57,4,14.29
274,Wilson Chandler,4,0,4,1,0,0,4,0,1,7.69,0,0.0
275,Devon Hall,2,0,6,0,2,0,1,0,0,0.0,0,0.0
276,Brandon Goodwin,1,0,3,0,1,0,6,0,0,0.0,0,0.0
277,JaMychal Green,4,0,17,1,3,0,10,0,1,2.86,0,0.0
278,LaMarcus Aldridge,6,1,73,6,16,1,38,3,7,4.86,4,2.78
279,Alfonzo McKinnie,1,0,4,0,1,0,4,0,0,0.0,0,0.0
280,Kyle Kuzma,8,0,29,1,2,0,15,0,1,1.82,0,0.0
281,Daniel Gafford,0,0,6,0,0,0,6,2,0,0.0,2,14.29
282,Robert Covington,10,0,31,2,6,0,33,0,2,2.44,0,0.0
283,Svi Mykhailiuk,3,0,6,0,0,0,6,0,0,0.0,0,0.0
284,Luguentz Dort,3,0,12,0,0,2,5,0,2,9.09,0,0.0
285,Dewayne Dedmon,5,0,24,0,3,0,9,0,0,0.0,0,0.0
286,Shaquille Harrison,4,1,11,1,5,0,11,1,1,2.94,2,5.88
287,Hassan Whiteside,3,0,31,2,4,0,13,3,2,3.57,3,5.36
288,76ers,5,0,1,1,6,0,14,7,1,2.94,7,20.59
289,Justin Holiday,8,0,22,0,5,0,30,3,0,0.0,3,4.41
290,Jordan McLaughlin,0,0,1,0,1,0,4,0,0,0.0,0,0.0
291,Jake Layman,4,0,3,0,2,0,3,1,0,0.0,1,7.69
292,Ricky Rubio,11,0,24,1,13,0,35,1,1,1.18,1,1.18
293,Aaron Holiday,8,0,15,1,3,0,22,2,1,1.96,2,3.92
294,Paul Watson,0,0,1,0,1,0,1,0,0,0.0,0,0.0
295,Rudy Gay,4,1,30,1,4,1,25,0,2,3.03,1,1.52
296,Buddy Hield,25,1,64,2,14,0,63,2,2,1.17,3,1.75
297,Zion Williamson,2,0,13,0,3,0,9,0,0,0.0,0,0.0
298,Jahlil Okafor,0,0,13,1,1,0,1,1,1,5.88,1,5.88
299,Ky Bowman,4,0,5,0,0,0,9,0,0,0.0,0,0.0
300,Chris Chiozza,0,0,2,0,0,0,2,0,0,0.0,0,0.0
301,Dennis Schroder,16,1,48,10,19,0,53,1,10,6.76,2,1.35
302,Javonte Green,1,0,0,0,0,0,0,0,0,0.0,0,0.0
303,Naz Reid,1,0,0,0,0,0,1,0,0,0.0,0,0.0
304,Ray Spalding,0,0,1,0,0,0,1,0,0,0.0,0,0.0
305,Isaac Bonga,4,1,5,0,1,0,4,0,0,0.0,1,6.67
306,Luke Kornet,1,0,1,0,0,0,0,0,0,0.0,0,0.0
307,Zylan Cheatham,0,0,1,0,0,0,1,0,0,0.0,0,0.0
308,Dwyane Wade,3,0,17,1,2,0,19,1,1,2.33,1,2.33
309,Tyler Cavanaugh,0,0,2,1,0,0,0,0,1,33.33,0,0.0
310,Joel Embiid,14,1,77,2,29,1,74,1,3,1.51,2,1.01
311,Malik Monk,0,0,6,0,0,0,6,0,0,0.0,0,0.0
312,Klay Thompson,7,0,31,3,1,0,26,2,3,4.29,2,2.86
313,Rondae Hollis-Jefferson,4,0,17,0,3,0,13,4,0,0.0,4,9.76
314,Patrick Patterson,1,0,11,1,2,0,5,0,1,5.0,0,0.0
315,Gordon Hayward,6,0,27,1,8,0,22,2,1,1.52,2,3.03
316,Marco Belinelli,5,0,7,0,1,0,5,0,0,0.0,0,0.0
317,Rodney Hood,3,0,18,2,2,0,19,0,2,4.55,0,0.0
318,Romeo Langford,1,0,1,0,1,0,1,0,0,0.0,0,0.0
319,JaKarr Sampson,2,0,2,0,0,0,2,0,0,0.0,0,0.0
320,Jabari Parker,13,0,17,2,4,1,15,1,3,5.66,1,1.89
321,Jonas Valanciunas,6,0,58,3,3,0,20,2,3,3.26,2,2.17
322,Kyle Anderson,1,0,10,3,2,1,3,0,4,20.0,0,0.0
323,Pat Connaughton,4,0,13,0,1,0,12,1,0,0.0,1,3.23
324,JJ Redick,6,0,27,3,6,0,30,4,3,3.95,4,5.26
325,Langston Galloway,7,0,11,1,0,0,23,0,1,2.38,0,0.0
326,John Collins,6,1,67,3,6,0,29,3,3,2.61,4,3.48
327,Malcolm Brogdon,7,1,36,1,19,0,69,4,1,0.73,5,3.65
328,Ian Clark,0,0,4,0,0,0,4,0,0,0.0,0,0.0
329,Seth Curry,7,0,25,0,14,0,19,3,0,0.0,3,4.41
330,Donta Hall,1,0,0,0,0,0,0,0,0,0.0,0,0.0
331,Adam Mokoka,1,0,1,0,0,0,0,0,0,0.0,0,0.0
332,Bojan Bogdanovic,4,1,34,3,11,0,38,1,3,3.26,2,2.17
333,Tony Bradley,1,0,6,1,0,0,2,0,1,10.0,0,0.0
334,Cam Reddish,5,1,10,0,2,0,10,0,0,0.0,1,3.57
335,D'Angelo Russell,7,0,17,0,5,0,44,1,0,0.0,1,1.35
336,Luke Kennard,2,0,7,2,3,0,11,0,2,8.0,0,0.0
337,Gerald Green,0,0,1,0,0,0,1,0,0,0.0,0,0.0
338,Tristan Thompson,2,0,45,9,4,0,18,2,9,11.25,2,2.5
339,Cameron Reddish,1,0,1,0,0,0,0,0,0,0.0,0,0.0
340,Mitchell Robinson,7,0,31,0,1,0,10,3,0,0.0,3,5.77
341,Kevon Looney,1,0,14,0,0,0,3,0,0,0.0,0,0.0
342,Jazz,3,0,0,0,4,0,12,6,0,0.0,6,24.0
343,Moritz Wagner,4,0,5,1,2,0,2,0,1,7.14,0,0.0
344,Mike Muscala,0,0,6,1,0,0,0,1,1,12.5,1,12.5
345,Tobias Harris,18,0,55,4,18,0,54,1,4,2.67,1,0.67
346,De'Andre Hunter,13,0,12,0,3,1,19,2,1,2.0,2,4.0
347,Trae Young,7,0,29,3,25,0,91,3,3,1.9,3,1.9
348,Lou Williams,6,0,16,2,12,0,38,3,2,2.6,3,3.9
349,Eric Gordon,7,1,17,1,2,0,24,3,1,1.82,4,7.27
350,Bogdan Bogdanovic,12,0,41,1,9,0,37,0,1,1.0,0,0.0
351,Ian Mahinmi,2,0,21,3,2,0,6,2,3,8.33,2,5.56
352,Johnathan Williams,0,0,5,0,0,0,3,0,0,0.0,0,0.0
353,Damion Lee,11,0,12,2,5,0,12,1,2,4.65,1,2.33
354,Danny Green,7,0,46,4,8,0,34,2,4,3.96,2,1.98
355,Aaron Gordon,12,0,34,3,13,1,26,3,4,4.35,3,3.26
356,Wayne Selden,2,0,3,0,1,1,0,0,1,14.29,0,0.0
357,Russell Westbrook,18,0,35,3,15,1,51,6,4,3.1,6,4.65
358,Dewan Hernandez,0,0,2,0,1,0,1,0,0,0.0,0,0.0
359,Trey Lyles,0,0,6,1,1,0,9,0,1,5.88,0,0.0
360,Dirk Nowitzki,0,0,1,2,0,0,3,0,2,33.33,0,0.0
361,Bobby Portis,4,1,28,2,2,0,12,2,2,3.92,3,5.88
362,DeMar DeRozan,16,0,33,4,22,0,97,6,4,2.25,6,3.37
363,Dorian Finney-Smith,16,0,28,5,8,0,53,2,5,4.46,2,1.79
364,Jaren Jackson Jr.,8,0,40,6,4,0,20,0,6,7.69,0,0.0
365,Wayne Ellington,0,2,8,3,2,0,23,1,3,7.69,3,7.69
366,Bruno Caboclo,3,0,11,1,2,0,8,0,1,4.0,0,0.0
367,Mason Plumlee,5,0,16,3,3,0,10,0,3,8.11,0,0.0
368,Lance Thomas,1,0,2,0,0,0,1,0,0,0.0,0,0.0
369,Emmanuel Mudiay,1,0,4,1,3,0,3,0,1,8.33,0,0.0
370,Jevon Carter,2,0,5,0,0,0,5,0,0,0.0,0,0.0
371,Amir Coffey,3,0,2,0,1,0,3,0,0,0.0,0,0.0
372,Harry Giles III,2,0,10,1,2,0,5,0,1,5.0,0,0.0
373,Kevin Porter Jr.,5,0,7,0,3,0,6,0,0,0.0,0,0.0
374,Ja Morant,13,0,26,2,12,1,57,3,3,2.63,3,2.63
375,Harrison Barnes,16,1,63,6,9,0,70,4,6,3.55,5,2.96
376,Henry Ellenson,0,0,2,0,0,0,0,0,0,0.0,0,0.0
377,Skal Labissiere,1,0,5,0,0,0,1,0,0,0.0,0,0.0
378,Theo Pinson,0,0,1,0,0,0,0,0,0,0.0,0,0.0
379,Serge Ibaka,5,0,40,5,4,0,17,0,5,7.04,0,0.0
380,Tyson Chandler,0,0,3,0,0,0,0,0,0,0.0,0,0.0
381,Shabazz Napier,6,0,16,1,2,0,12,1,1,2.63,1,2.63
382,Tim Hardaway Jr.,7,0,45,3,9,1,36,2,4,3.88,2,1.94
383,Marquese Chriss,0,1,20,0,0,0,4,1,0,0.0,2,7.69
384,Kadeem Allen,0,0,2,0,0,0,2,0,0,0.0,0,0.0
385,Gary Payton II,1,0,0,0,0,0,1,0,0,0.0,0,0.0
386,Spencer Dinwiddie,16,0,58,7,21,0,101,6,7,3.35,6,2.87
387,Ryan Arcidiacono,1,0,5,0,2,1,3,0,1,8.33,0,0.0
388,Cedi Osman,15,0,25,2,6,2,16,2,4,5.88,2,2.94
389,Damyean Dotson,3,0,1,1,1,0,2,0,1,12.5,0,0.0
390,Suns,1,0,0,0,2,0,6,0,0,0.0,0,0.0
391,Jakob Poeltl,3,0,15,3,0,0,11,0,3,9.38,0,0.0
392,Tony Snell,4,0,10,0,2,0,8,1,0,0.0,1,4.0
393,Dion Waiters,7,0,11,1,2,1,15,2,2,5.13,2,5.13
394,Gary Trent Jr.,5,0,18,1,3,0,19,0,1,2.17,0,0.0
395,Hamidou Diallo,4,0,1,1,0,0,6,0,1,8.33,0,0.0
396,Thunder,4,0,0,0,9,0,15,3,0,0.0,3,9.68
397,Bol Bol,1,0,0,0,0,0,0,0,0,0.0,0,0.0
398,Kent Bazemore,10,2,29,4,4,0,19,4,4,5.56,6,8.33
399,Nikola Jokic,17,1,160,10,24,1,103,5,11,3.43,6,1.87
400,Nemanja Bjelica,6,0,23,3,4,0,13,0,3,6.12,0,0.0
401,Lonzo Ball,1,0,22,0,2,0,23,1,0,0.0,1,2.04
402,Dragan Bender,2,0,8,2,0,0,3,0,2,13.33,0,0.0
403,Marvin Bagley III,3,0,15,1,2,0,13,3,1,2.7,3,8.11
404,Terrence Ross,5,0,11,1,5,0,30,1,1,1.89,1,1.89
405,Bulls,3,0,0,1,7,0,10,2,1,4.35,2,8.7
406,Jarrett Allen,10,0,70,7,10,2,33,5,9,6.57,5,3.65
407,Shake Milton,3,0,1,0,0,0,2,0,0,0.0,0,0.0
408,Damian Jones,1,0,1,0,0,0,0,0,0,0.0,0,0.0
409,Andre Drummond,12,0,56,7,7,2,25,3,9,8.04,3,2.68
410,Nicolas Batum,3,0,9,1,1,0,5,1,1,5.0,1,5.0
411,Devin Robinson,0,0,1,0,0,0,1,0,0,0.0,0,0.0
412,Jordan McRae,3,0,8,0,5,0,13,0,0,0.0,0,0.0
413,Cody Zeller,6,0,52,4,7,1,12,2,5,5.95,2,2.38
414,Royce O'Neale,10,0,37,0,1,0,36,3,0,0.0,3,3.45
415,Juan Toscano-Anderson,0,0,3,0,0,0,1,0,0,0.0,0,0.0
416,Jarrett Culver,1,0,1,3,1,0,3,0,3,33.33,0,0.0
417,Keldon Johnson,0,0,2,0,2,0,1,0,0,0.0,0,0.0
418,Derrick Rose,5,0,11,0,6,0,38,1,0,0.0,1,1.64
419,Myles Turner,8,0,63,2,8,1,17,2,3,2.97,2,1.98
420,Lauri Markkanen,6,1,35,1,14,0,33,2,1,1.09,3,3.26
421,Tremont Waters,0,0,2,0,0,0,0,0,0,0.0,0,0.0
422,Maurice Harkless,13,1,38,2,6,0,33,0,2,2.15,1,1.08
423,Jaxson Hayes,0,1,12,2,0,0,3,0,2,11.11,1,5.56
424,Frank Ntilikina,6,0,16,2,5,0,15,0,2,4.55,0,0.0
425,Jaylen Brown,9,0,35,1,10,0,45,2,1,0.98,2,1.96
426,Kawhi Leonard,10,3,70,6,26,2,105,4,8,3.54,7,3.1
427,Igor Kokoskov,1,0,0,0,0,0,0,0,0,0.0,0,0.0
428,D.J. Wilson,1,0,1,0,0,0,0,0,0,0.0,0,0.0
429,Hawks,3,0,0,0,4,0,7,3,0,0.0,3,17.65
430,Jayson Tatum,17,2,67,4,15,3,84,2,7,3.61,4,2.06
431,Darren Collison,1,0,6,2,3,0,16,1,2,6.9,1,3.45
432,Norvel Pelle,2,0,2,1,0,0,1,0,1,16.67,0,0.0
433,Alec Burks,8,0,24,1,9,0,31,1,1,1.35,1,1.35
434,DeMarre Carroll,4,0,9,4,2,0,9,0,4,14.29,0,0.0
435,Ivan Rabb,1,0,5,1,1,0,2,0,1,10.0,0,0.0
436,Nerlens Noel,2,0,12,0,1,0,5,0,0,0.0,0,0.0
437,Thon Maker,2,0,9,0,1,0,14,2,0,0.0,2,7.14
438,Andre Iguodala,7,1,29,2,5,0,31,2,2,2.6,3,3.9
439,Trail Blazers,2,0,0,0,5,0,20,4,0,0.0,4,12.9
440,Jaylen Adams,0,0,1,1,1,0,2,0,1,20.0,0,0.0
441,Stanley Johnson,0,0,1,0,1,0,3,0,0,0.0,0,0.0
442,Anthony Davis,5,0,42,3,15,1,45,5,4,3.45,5,4.31
443,Taurean Prince,8,0,27,0,7,0,27,0,0,0.0,0,0.0
444,Mavericks,4,0,2,0,8,0,25,6,0,0.0,6,13.33
445,Evan Fournier,9,1,34,3,11,2,66,3,5,3.88,4,3.1
446,Pelicans,5,0,0,0,5,0,12,6,0,0.0,6,21.43
447,Lonnie Walker IV,5,0,5,0,2,0,10,0,0,0.0,0,0.0
448,Michael Porter Jr.,2,1,6,0,6,0,2,0,0,0.0,1,5.88
449,BJ Johnson,1,0,1,0,0,0,2,0,0,0.0,0,0.0
450,Mario Hezonja,2,0,15,0,1,0,8,0,0,0.0,0,0.0
451,Jared Dudley,3,0,12,0,0,0,5,0,0,0.0,0,0.0
452,John Henson,0,0,3,0,0,0,1,0,0,0.0,0,0.0
453,Trey Burke,3,0,9,0,6,0,10,0,0,0.0,0,0.0
454,Pistons,3,0,0,0,6,0,6,3,0,0.0,3,16.67
455,Andre Roberson,0,1,6,0,0,0,6,1,0,0.0,2,14.29
456,Jusuf Nurkic,3,0,45,6,10,0,23,3,6,6.67,3,3.33
457,Deyonta Davis,0,0,2,1,1,0,0,1,1,20.0,1,20.0
458,Caleb Martin,1,1,2,0,0,0,4,0,0,0.0,1,12.5
459,Jonas Jerebko,1,0,2,0,0,0,2,0,0,0.0,0,0.0
460,Aron Baynes,3,0,19,1,1,0,12,0,1,2.78,0,0.0
461,Anzejs Pasecniks,1,0,2,0,0,0,0,0,0,0.0,0,0.0
462,Markieff Morris,4,0,6,1,2,0,3,0,1,6.25,0,0.0
463,Alex Len,6,0,36,4,6,0,25,2,4,5.06,2,2.53
464,Brandon Ingram,16,0,37,5,15,0,56,5,5,3.73,5,3.73
465,Knicks,1,0,0,0,3,1,9,5,1,5.26,5,26.32
466,Dwight Howard,2,0,11,2,0,0,3,1,2,10.53,1,5.26
467,Matthew Dellavedova,1,0,10,0,6,0,16,1,0,0.0,1,2.94
468,Patty Mills,11,0,33,2,6,1,32,1,3,3.49,1,1.16
469,Jalen Brunson,6,1,10,1,3,0,22,2,1,2.22,3,6.67
470,Kristaps Porzingis,6,0,38,3,7,0,28,0,3,3.66,0,0.0
471,Tomas Satoransky,20,1,31,1,9,0,40,4,1,0.94,5,4.72
472,Semi Ojeleye,0,0,1,0,0,0,0,0,0,0.0,0,0.0
473,Kevin Hervey,1,0,3,0,0,0,2,0,0,0.0,0,0.0
474,Chandler Parsons,2,0,4,0,0,0,3,0,0,0.0,0,0.0
475,Victor Oladipo,3,0,10,1,5,0,16,0,1,2.86,0,0.0
476,RJ Barrett,7,0,10,0,8,0,17,1,0,0.0,1,2.33
477,Nikola Mirotic,2,0,2,0,1,0,2,1,0,0.0,1,12.5
478,Celtics,2,0,2,0,2,0,6,6,0,0.0,6,33.33
479,Jemerrio Jones,1,0,2,0,0,0,1,0,0,0.0,0,0.0
480,Bruno Fernando,1,0,0,0,0,0,0,0,0,0.0,0,0.0
481,Derrick Jones Jr.,6,2,14,1,1,0,22,0,1,2.17,2,4.35
482,Kendrick Nunn,1,0,9,4,3,0,11,1,4,13.79,1,3.45
483,Darius Miller,1,0,8,1,2,0,8,1,1,4.76,1,4.76
484,D.J. Augustin,3,0,9,0,6,0,17,0,0,0.0,0,0.0
485,Jimmy Butler,11,2,82,7,46,1,91,6,8,3.25,8,3.25
486,Derrick Favors,7,0,34,3,3,0,9,0,3,5.36,0,0.0
487,Dario Saric,3,1,11,1,0,0,8,0,1,4.17,1,4.17
488,Jrue Holiday,6,1,36,2,15,0,55,3,2,1.69,4,3.39
489,Walter Lemon Jr.,0,0,0,0,0,1,1,1,1,33.33,1,33.33
490,Boban Marjanovic,0,0,5,0,2,0,2,1,0,0.0,1,10.0
491,Gary Harris,10,1,51,5,13,0,35,6,5,4.13,7,5.79
492,Grayson Allen,2,0,1,0,1,0,3,0,0,0.0,0,0.0
493,Paul George,13,0,49,3,8,0,52,7,3,2.27,7,5.3
494,CJ Miles,1,0,3,1,0,0,2,0,1,14.29,0,0.0
495,Christian Wood,3,0,17,5,4,0,17,0,5,10.87,0,0.0
496,Rui Hachimura,3,0,4,1,1,0,7,0,1,6.25,0,0.0
497,Sindarius Thornwell,0,0,3,0,1,0,4,0,0,0.0,0,0.0
